GeneID_mouse	GeneSymbol_mouse	GeneID_human	GeneSymbol_human
ENSMUSG00000041540	Sox5	ENSG00000134532	SOX5
ENSMUSG00000037752	Xkr8	ENSG00000158156	XKR8
ENSMUSG00000035337	Uchl4	ENSG00000118939	UCHL3
ENSMUSG00000049858	Suox	ENSG00000139531	SUOX
ENSMUSG00000024800	Rpp30	ENSG00000148688	RPP30
ENSMUSG00000029591	Ung	ENSG00000076248	UNG
ENSMUSG00000003531	Dgcr6	ENSG00000183628	DGCR6
ENSMUSG00000003531	Dgcr6	ENSG00000283809	
ENSMUSG00000037583	Nr0b2	ENSG00000131910	NR0B2
ENSMUSG00000057363	Uxs1	ENSG00000115652	UXS1
ENSMUSG00000019087	Atp6ap1	ENSG00000071553	ATP6AP1
ENSMUSG00000032369	Plscr1	ENSG00000188313	PLSCR1
ENSMUSG00000066361	Serpina3c	ENSG00000196136	SERPINA3
ENSMUSG00000029687	Ezh2	ENSG00000106462	EZH2
ENSMUSG00000010517	Faf1	ENSG00000185104	FAF1
ENSMUSG00000026342	Slc35f5	ENSG00000115084	SLC35F5
ENSMUSG00000030722	Nfatc2ip	ENSG00000176953	NFATC2IP
ENSMUSG00000048280	Zfp738	ENSG00000197124	ZNF682
ENSMUSG00000048280	Zfp738	ENSG00000105750	ZNF85
ENSMUSG00000048280	Zfp738	ENSG00000214652	ZNF727
ENSMUSG00000048280	Zfp738	ENSG00000234444	ZNF736
ENSMUSG00000026289	Atg16l1	ENSG00000085978	ATG16L1
ENSMUSG00000061838	Suclg2	ENSG00000172340	SUCLG2
ENSMUSG00000021868	Ppif	ENSG00000108179	PPIF
ENSMUSG00000020782	Llgl2	ENSG00000073350	LLGL2
ENSMUSG00000097239	Gm27029	ENSG00000108825	PTGES3L-AARSD1
ENSMUSG00000097239	Gm27029	ENSG00000266967	AARSD1
ENSMUSG00000040034	Nup43	ENSG00000120253	NUP43
ENSMUSG00000020553	Pctp	ENSG00000141179	PCTP
ENSMUSG00000024737	Slc15a3	ENSG00000110446	SLC15A3
ENSMUSG00000028861	Mrps15	ENSG00000116898	MRPS15
ENSMUSG00000005610	Eif4g2	ENSG00000110321	EIF4G2
ENSMUSG00000033863	Klf9	ENSG00000119138	KLF9
ENSMUSG00000013150	Gfod2	ENSG00000141098	GFOD2
ENSMUSG00000015748	Prpf3	ENSG00000117360	PRPF3
ENSMUSG00000033016	Nfatc1	ENSG00000131196	NFATC1
ENSMUSG00000034757	Tmub2	ENSG00000168591	TMUB2
ENSMUSG00000033970	Rfc3	ENSG00000133119	RFC3
ENSMUSG00000025572	Tmc6	ENSG00000141524	TMC6
ENSMUSG00000098387	Pet117	ENSG00000232838	PET117
ENSMUSG00000027998	Plrg1	ENSG00000171566	PLRG1
ENSMUSG00000070047	Fat1	ENSG00000083857	FAT1
ENSMUSG00000006021	Kptn	ENSG00000118162	KPTN
ENSMUSG00000039367	Sec24c	ENSG00000176986	SEC24C
ENSMUSG00000016559	H3f3b	ENSG00000132475	H3F3B
ENSMUSG00000029141	Slc4a1ap	ENSG00000163798	SLC4A1AP
ENSMUSG00000030407	Qpctl	ENSG00000011478	QPCTL
ENSMUSG00000028292	Rars2	ENSG00000146282	RARS2
ENSMUSG00000024955	Esrra	ENSG00000173153	ESRRA
ENSMUSG00000033295	Ptprf	ENSG00000142949	PTPRF
ENSMUSG00000073436	Eme2	ENSG00000197774	EME2
ENSMUSG00000049115	Agtr1a	ENSG00000144891	AGTR1
ENSMUSG00000034037	Fgd5	ENSG00000154783	FGD5
ENSMUSG00000050017	Pitpnb	ENSG00000180957	PITPNB
ENSMUSG00000032527	Pccb	ENSG00000114054	PCCB
ENSMUSG00000032462	Pik3cb	ENSG00000051382	PIK3CB
ENSMUSG00000022587	Ly6e	ENSG00000160932	LY6E
ENSMUSG00000014907	Naf1	ENSG00000145414	NAF1
ENSMUSG00000026737	Pip4k2a	ENSG00000150867	PIP4K2A
ENSMUSG00000060121	Gemin2	ENSG00000092208	GEMIN2
ENSMUSG00000031907	Zfp90	ENSG00000184939	ZFP90
ENSMUSG00000062944	9130023H24Rik	ENSG00000182903	ZNF721
ENSMUSG00000073102	Drc1	ENSG00000157856	DRC1
ENSMUSG00000020775	Mrpl38	ENSG00000204316	MRPL38
ENSMUSG00000033335	Dnm2	ENSG00000079805	DNM2
ENSMUSG00000025357	Dgka	ENSG00000065357	DGKA
ENSMUSG00000035051	Dhx57	ENSG00000163214	DHX57
ENSMUSG00000068250	Amn1	ENSG00000151743	AMN1
ENSMUSG00000047084	Ngrn	ENSG00000182768	NGRN
ENSMUSG00000021539	Lect2	ENSG00000145826	LECT2
ENSMUSG00000021713	Ppwd1	ENSG00000113593	PPWD1
ENSMUSG00000029406	Pitpnm2	ENSG00000090975	PITPNM2
ENSMUSG00000033629	Hacd3	ENSG00000074696	HACD3
ENSMUSG00000003438	Timm50	ENSG00000105197	TIMM50
ENSMUSG00000066621	Tecpr1	ENSG00000205356	TECPR1
ENSMUSG00000033400	Agl	ENSG00000162688	AGL
ENSMUSG00000109336	Samd4b	ENSG00000179134	SAMD4B
ENSMUSG00000058503	Fam133b	ENSG00000234545	FAM133B
ENSMUSG00000079494	Nat8f5	ENSG00000144035	NAT8
ENSMUSG00000079494	Nat8f5	ENSG00000204872	NAT8B
ENSMUSG00000030814	Bcl7c	ENSG00000099385	BCL7C
ENSMUSG00000044676	Zfp612	ENSG00000167377	ZNF23
ENSMUSG00000059498	Fcgr3	ENSG00000244682	FCGR2C
ENSMUSG00000059498	Fcgr3	ENSG00000143226	FCGR2A
ENSMUSG00000059498	Fcgr3	ENSG00000072694	FCGR2B
ENSMUSG00000032744	Heyl	ENSG00000163909	HEYL
ENSMUSG00000031557	Plekha2	ENSG00000169499	PLEKHA2
ENSMUSG00000051705	Senp8	ENSG00000166192	SENP8
ENSMUSG00000024896	Minpp1	ENSG00000107789	MINPP1
ENSMUSG00000026153	Fam135a	ENSG00000082269	FAM135A
ENSMUSG00000027282	Mtch2	ENSG00000109919	MTCH2
ENSMUSG00000005510	Ndufs3	ENSG00000213619	NDUFS3
ENSMUSG00000034120	Srsf2	ENSG00000161547	SRSF2
ENSMUSG00000023010	Tmbim6	ENSG00000139644	TMBIM6
ENSMUSG00000028988	Ctnnbip1	ENSG00000178585	CTNNBIP1
ENSMUSG00000099083	Atf7	ENSG00000170653	ATF7
ENSMUSG00000099083	Atf7	ENSG00000267281	
ENSMUSG00000030421	Uri1	ENSG00000105176	URI1
ENSMUSG00000041625	Ggact	ENSG00000134864	GGACT
ENSMUSG00000098374	Gm28043	ENSG00000112130	RNF8
ENSMUSG00000091780	Sco2	ENSG00000284194	SCO2
ENSMUSG00000006850	Tmco6	ENSG00000113119	TMCO6
ENSMUSG00000063888	Rpl7l1	ENSG00000146223	RPL7L1
ENSMUSG00000035640	Cbarp	ENSG00000099625	CBARP
ENSMUSG00000027835	Pdcd10	ENSG00000114209	PDCD10
ENSMUSG00000024180	Tmem8	ENSG00000129925	TMEM8A
ENSMUSG00000027630	Tbl1xr1	ENSG00000177565	TBL1XR1
ENSMUSG00000024505	Dtwd2	ENSG00000169570	DTWD2
ENSMUSG00000031921	Terf2	ENSG00000132604	TERF2
ENSMUSG00000035845	Alg12	ENSG00000182858	ALG12
ENSMUSG00000041845	Rhod	ENSG00000173156	RHOD
ENSMUSG00000015542	Nat9	ENSG00000109065	NAT9
ENSMUSG00000029454	Mapkapk5	ENSG00000089022	MAPKAPK5
ENSMUSG00000116564	Riok2	ENSG00000058729	RIOK2
ENSMUSG00000079014	Serpina3i	ENSG00000196136	SERPINA3
ENSMUSG00000026896	Ifih1	ENSG00000115267	IFIH1
ENSMUSG00000098905	Zfp953	ENSG00000197124	ZNF682
ENSMUSG00000098905	Zfp953	ENSG00000105750	ZNF85
ENSMUSG00000098905	Zfp953	ENSG00000214652	ZNF727
ENSMUSG00000098905	Zfp953	ENSG00000234444	ZNF736
ENSMUSG00000041078	Grid1	ENSG00000182771	GRID1
ENSMUSG00000050846	Zfp623	ENSG00000183309	ZNF623
ENSMUSG00000021639	Gtf2h2	ENSG00000145736	GTF2H2
ENSMUSG00000021639	Gtf2h2	ENSG00000183474	GTF2H2C
ENSMUSG00000030409	Dmpk	ENSG00000104936	DMPK
ENSMUSG00000003423	Pih1d1	ENSG00000104872	PIH1D1
ENSMUSG00000020241	Col6a2	ENSG00000142173	COL6A2
ENSMUSG00000024287	Thoc1	ENSG00000079134	THOC1
ENSMUSG00000038593	Tctn1	ENSG00000204852	TCTN1
ENSMUSG00000028266	Lmo4	ENSG00000143013	LMO4
ENSMUSG00000029213	Commd8	ENSG00000169019	COMMD8
ENSMUSG00000030717	Nupr1	ENSG00000176046	NUPR1
ENSMUSG00000047649	Cd3eap	ENSG00000117877	CD3EAP
ENSMUSG00000054737	Zfp182	ENSG00000147118	ZNF182
ENSMUSG00000026739	Bmi1	ENSG00000269897	COMMD3-BMI1
ENSMUSG00000026739	Bmi1	ENSG00000168283	BMI1
ENSMUSG00000030528	Blm	ENSG00000197299	BLM
ENSMUSG00000060371	Caln1	ENSG00000183166	CALN1
ENSMUSG00000034595	Ppp1r18	ENSG00000146112	PPP1R18
ENSMUSG00000038816	Ctnnal1	ENSG00000119326	CTNNAL1
ENSMUSG00000021340	Gpld1	ENSG00000112293	GPLD1
ENSMUSG00000044072	Eml6	ENSG00000214595	EML6
ENSMUSG00000004655	Aqp1	ENSG00000240583	AQP1
ENSMUSG00000004655	Aqp1	ENSG00000250424	
ENSMUSG00000039601	Rcan2	ENSG00000172348	RCAN2
ENSMUSG00000072235	Tuba1a	ENSG00000167552	TUBA1A
ENSMUSG00000030979	Uros	ENSG00000188690	UROS
ENSMUSG00000020473	Aebp1	ENSG00000106624	AEBP1
ENSMUSG00000023044	Csad	ENSG00000139631	CSAD
ENSMUSG00000020680	Taf15	ENSG00000270647	TAF15
ENSMUSG00000053205	Styx	ENSG00000198252	STYX
ENSMUSG00000053931	Cnn3	ENSG00000117519	CNN3
ENSMUSG00000018378	Cuedc1	ENSG00000180891	CUEDC1
ENSMUSG00000027714	Exosc9	ENSG00000123737	EXOSC9
ENSMUSG00000031143	Ccdc22	ENSG00000101997	CCDC22
ENSMUSG00000019461	Plscr3	ENSG00000187838	PLSCR3
ENSMUSG00000039936	Pik3cd	ENSG00000171608	PIK3CD
ENSMUSG00000033596	Rfwd3	ENSG00000168411	RFWD3
ENSMUSG00000032508	Myd88	ENSG00000172936	MYD88
ENSMUSG00000040029	Ipo8	ENSG00000133704	IPO8
ENSMUSG00000019952	Poc1b	ENSG00000139323	POC1B
ENSMUSG00000001588	Acap1	ENSG00000072818	ACAP1
ENSMUSG00000047180	Neurl3	ENSG00000163121	NEURL3
ENSMUSG00000059923	Grb2	ENSG00000177885	GRB2
ENSMUSG00000045268	Zfp691	ENSG00000164011	ZNF691
ENSMUSG00000063245	Zfp993	ENSG00000196378	ZNF34
ENSMUSG00000070493	Chchd2	ENSG00000106153	CHCHD2
ENSMUSG00000079470	Utp14b	ENSG00000156697	UTP14A
ENSMUSG00000033983	Coil	ENSG00000121058	COIL
ENSMUSG00000017221	Psmd3	ENSG00000108344	PSMD3
ENSMUSG00000019796	Lrp11	ENSG00000120256	LRP11
ENSMUSG00000015843	Rxrg	ENSG00000143171	RXRG
ENSMUSG00000024663	Rab3il1	ENSG00000167994	RAB3IL1
ENSMUSG00000026547	Tagln2	ENSG00000158710	TAGLN2
ENSMUSG00000078735	Il11ra2	ENSG00000137070	IL11RA
ENSMUSG00000078735	Il11ra2	ENSG00000258728	
ENSMUSG00000024812	Tjp2	ENSG00000119139	TJP2
ENSMUSG00000024812	Tjp2	ENSG00000285130	
ENSMUSG00000022489	Pde1b	ENSG00000123360	PDE1B
ENSMUSG00000042726	Trafd1	ENSG00000135148	TRAFD1
ENSMUSG00000060227	Casc4	ENSG00000166734	CASC4
ENSMUSG00000008035	Mid1ip1	ENSG00000165175	MID1IP1
ENSMUSG00000049878	Rlf	ENSG00000117000	RLF
ENSMUSG00000042682	Selenok	ENSG00000113811	SELENOK
ENSMUSG00000037025	Foxa2	ENSG00000125798	FOXA2
ENSMUSG00000024254	Abcg8	ENSG00000143921	ABCG8
ENSMUSG00000054715	Zscan22	ENSG00000182318	ZSCAN22
ENSMUSG00000023923	Tbc1d5	ENSG00000131374	TBC1D5
ENSMUSG00000020069	Hnrnph3	ENSG00000096746	HNRNPH3
ENSMUSG00000020149	Rab1a	ENSG00000138069	RAB1A
ENSMUSG00000031928	Mre11a	ENSG00000020922	MRE11
ENSMUSG00000028811	Yars	ENSG00000134684	YARS
ENSMUSG00000030055	Rab43	ENSG00000172780	RAB43
ENSMUSG00000039958	Etfbkmt	ENSG00000139160	ETFBKMT
ENSMUSG00000030509	Asb7	ENSG00000183475	ASB7
ENSMUSG00000048833	Slc39a9	ENSG00000029364	SLC39A9
ENSMUSG00000028860	Sytl1	ENSG00000142765	SYTL1
ENSMUSG00000026649	Cfap126	ENSG00000188931	CFAP126
ENSMUSG00000024982	Zdhhc6	ENSG00000023041	ZDHHC6
ENSMUSG00000056724	Nbeal2	ENSG00000160796	NBEAL2
ENSMUSG00000022766	Serpind1	ENSG00000099937	SERPIND1
ENSMUSG00000000340	Dbt	ENSG00000137992	DBT
ENSMUSG00000042390	Gatad2b	ENSG00000143614	GATAD2B
ENSMUSG00000026975	Dph7	ENSG00000148399	DPH7
ENSMUSG00000038372	Gmds	ENSG00000112699	GMDS
ENSMUSG00000006575	Rundc3a	ENSG00000108309	RUNDC3A
ENSMUSG00000033813	Tcea1	ENSG00000187735	TCEA1
ENSMUSG00000020755	Sap30bp	ENSG00000161526	SAP30BP
ENSMUSG00000033066	Gas7	ENSG00000007237	GAS7
ENSMUSG00000022474	Pmm1	ENSG00000100417	PMM1
ENSMUSG00000059895	Ptp4a3	ENSG00000184489	PTP4A3
ENSMUSG00000040877	Wdr25	ENSG00000176473	WDR25
ENSMUSG00000081534	Slc48a1	ENSG00000211584	SLC48A1
ENSMUSG00000028973	Abcb8	ENSG00000197150	ABCB8
ENSMUSG00000021266	Wars	ENSG00000140105	WARS
ENSMUSG00000051615	Rap2a	ENSG00000125249	RAP2A
ENSMUSG00000046556	Zfp319	ENSG00000166188	ZNF319
ENSMUSG00000026197	Zfand2b	ENSG00000158552	ZFAND2B
ENSMUSG00000071645	Tut1	ENSG00000149016	TUT1
ENSMUSG00000071645	Tut1	ENSG00000255508	
ENSMUSG00000031986	Sprtn	ENSG00000010072	SPRTN
ENSMUSG00000090290	Tarbp1	ENSG00000059588	TARBP1
ENSMUSG00000037570	Mcrs1	ENSG00000187778	MCRS1
ENSMUSG00000063652	Slc22a21	ENSG00000197375	SLC22A5
ENSMUSG00000010097	Nxf1	ENSG00000162231	NXF1
ENSMUSG00000036371	Serbp1	ENSG00000142864	SERBP1
ENSMUSG00000026077	Npas2	ENSG00000170485	NPAS2
ENSMUSG00000015363	Trabd	ENSG00000170638	TRABD
ENSMUSG00000075706	Gpx4	ENSG00000167468	GPX4
ENSMUSG00000026663	Atf6	ENSG00000118217	ATF6
ENSMUSG00000028639	Ybx1	ENSG00000065978	YBX1
ENSMUSG00000033634	Nat8f2	ENSG00000144035	NAT8
ENSMUSG00000033634	Nat8f2	ENSG00000204872	NAT8B
ENSMUSG00000032412	Atp1b3	ENSG00000069849	ATP1B3
ENSMUSG00000054079	Utp18	ENSG00000011260	UTP18
ENSMUSG00000040123	Zmym5	ENSG00000132950	ZMYM5
ENSMUSG00000034889	Cactin	ENSG00000105298	CACTIN
ENSMUSG00000038244	Mical2	ENSG00000133816	MICAL2
ENSMUSG00000026254	Eif4e2	ENSG00000135930	EIF4E2
ENSMUSG00000051439	Cd14	ENSG00000170458	CD14
ENSMUSG00000040466	Blvrb	ENSG00000090013	BLVRB
ENSMUSG00000002052	Supt6	ENSG00000109111	SUPT6H
ENSMUSG00000022895	Ets2	ENSG00000157557	ETS2
ENSMUSG00000031169	Porcn	ENSG00000102312	PORCN
ENSMUSG00000026304	Rab17	ENSG00000124839	RAB17
ENSMUSG00000005410	Mcm5	ENSG00000100297	MCM5
ENSMUSG00000059474	Mbtd1	ENSG00000011258	MBTD1
ENSMUSG00000029125	Stx18	ENSG00000168818	STX18
ENSMUSG00000028403	Zdhhc21	ENSG00000175893	ZDHHC21
ENSMUSG00000098306	Gm28040	ENSG00000174567	GOLT1A
ENSMUSG00000000811	Txnrd3	ENSG00000197763	TXNRD3
ENSMUSG00000024975	Pdcd4	ENSG00000150593	PDCD4
ENSMUSG00000002741	Ykt6	ENSG00000106636	YKT6
ENSMUSG00000042870	Tom1	ENSG00000100284	TOM1
ENSMUSG00000001017	Chtop	ENSG00000160679	CHTOP
ENSMUSG00000039427	Alg1	ENSG00000189366	ALG1L
ENSMUSG00000039427	Alg1	ENSG00000251287	ALG1L2
ENSMUSG00000015869	Prpsap1	ENSG00000161542	PRPSAP1
ENSMUSG00000067150	Xpo5	ENSG00000124571	XPO5
ENSMUSG00000051934	Spats2	ENSG00000123352	SPATS2
ENSMUSG00000036315	Znrd1	ENSG00000066379	ZNRD1
ENSMUSG00000040667	Nup88	ENSG00000108559	NUP88
ENSMUSG00000055413	H2-Q5	ENSG00000204642	HLA-F
ENSMUSG00000055413	H2-Q5	ENSG00000204632	HLA-G
ENSMUSG00000055413	H2-Q5	ENSG00000206503	HLA-A
ENSMUSG00000049090	Zadh2	ENSG00000180011	ZADH2
ENSMUSG00000021996	Esd	ENSG00000139684	ESD
ENSMUSG00000024472	Dcp2	ENSG00000172795	DCP2
ENSMUSG00000035208	Slfn8	ENSG00000154760	SLFN13
ENSMUSG00000022620	Arsa	ENSG00000100299	ARSA
ENSMUSG00000034641	Cd300ld	ENSG00000186074	CD300LF
ENSMUSG00000006418	Rnf114	ENSG00000124226	RNF114
ENSMUSG00000040721	Zfhx2	ENSG00000136367	ZFHX2
ENSMUSG00000069206	Zfp874a	ENSG00000197013	ZNF429
ENSMUSG00000051671	Coa6	ENSG00000168275	COA6
ENSMUSG00000001983	Taco1	ENSG00000136463	TACO1
ENSMUSG00000024736	Tmem132a	ENSG00000006118	TMEM132A
ENSMUSG00000094152	Slc6a16	ENSG00000063127	SLC6A16
ENSMUSG00000021583	Erap1	ENSG00000164307	ERAP1
ENSMUSG00000020978	Klhdc2	ENSG00000165516	KLHDC2
ENSMUSG00000017057	Il13ra1	ENSG00000131724	IL13RA1
ENSMUSG00000020152	Actr2	ENSG00000138071	ACTR2
ENSMUSG00000074754	Smim26	ENSG00000232388	SMIM26
ENSMUSG00000024960	Plcb3	ENSG00000149782	PLCB3
ENSMUSG00000028882	Ppp1r8	ENSG00000117751	PPP1R8
ENSMUSG00000005682	Pan2	ENSG00000135473	PAN2
ENSMUSG00000029368	Alb	ENSG00000163631	ALB
ENSMUSG00000029686	Cul1	ENSG00000055130	CUL1
ENSMUSG00000039782	Cpeb2	ENSG00000137449	CPEB2
ENSMUSG00000043602	Zfp3	ENSG00000180787	ZFP3
ENSMUSG00000037997	Parp11	ENSG00000111224	PARP11
ENSMUSG00000015202	Cnksr3	ENSG00000153721	CNKSR3
ENSMUSG00000075271	Ttc30a1	ENSG00000196659	TTC30B
ENSMUSG00000075271	Ttc30a1	ENSG00000197557	TTC30A
ENSMUSG00000024902	Mrpl11	ENSG00000174547	MRPL11
ENSMUSG00000087141	Plcxd2	ENSG00000240891	PLCXD2
ENSMUSG00000063663	Brwd3	ENSG00000165288	BRWD3
ENSMUSG00000051650	B3gnt2	ENSG00000170340	B3GNT2
ENSMUSG00000056228	Cars2	ENSG00000134905	CARS2
ENSMUSG00000024899	Papss2	ENSG00000198682	PAPSS2
ENSMUSG00000013878	Rnf170	ENSG00000120925	RNF170
ENSMUSG00000042293	Gm5617	ENSG00000180425	C11orf71
ENSMUSG00000029407	Uso1	ENSG00000138768	USO1
ENSMUSG00000034738	Nostrin	ENSG00000163072	NOSTRIN
ENSMUSG00000039105	Atp6v1g1	ENSG00000136888	ATP6V1G1
ENSMUSG00000045867	Cradd	ENSG00000169372	CRADD
ENSMUSG00000037095	Lrg1	ENSG00000171236	LRG1
ENSMUSG00000025647	Shisa5	ENSG00000164054	SHISA5
ENSMUSG00000031906	Smpd3	ENSG00000103056	SMPD3
ENSMUSG00000020744	Slc25a19	ENSG00000125454	SLC25A19
ENSMUSG00000026393	Nek7	ENSG00000151414	NEK7
ENSMUSG00000042320	Prox2	ENSG00000119608	PROX2
ENSMUSG00000028651	Ppie	ENSG00000084072	PPIE
ENSMUSG00000000901	Mmp11	ENSG00000099953	MMP11
ENSMUSG00000001768	Rin2	ENSG00000132669	RIN2
ENSMUSG00000033526	Ppip5k1	ENSG00000168781	PPIP5K1
ENSMUSG00000052533	Nup188	ENSG00000095319	NUP188
ENSMUSG00000026384	Ptpn4	ENSG00000088179	PTPN4
ENSMUSG00000026960	Arl6ip6	ENSG00000177917	ARL6IP6
ENSMUSG00000042410	Agps	ENSG00000018510	AGPS
ENSMUSG00000028483	Snapc3	ENSG00000164975	SNAPC3
ENSMUSG00000046352	Gjb2	ENSG00000165474	GJB2
ENSMUSG00000005354	Txn2	ENSG00000100348	TXN2
ENSMUSG00000032872	Cyb5r4	ENSG00000065615	CYB5R4
ENSMUSG00000019726	Lyst	ENSG00000143669	LYST
ENSMUSG00000034664	Itga2b	ENSG00000005961	ITGA2B
ENSMUSG00000091803	Cox16	ENSG00000133983	COX16
ENSMUSG00000073988	Ttpa	ENSG00000137561	TTPA
ENSMUSG00000014504	Srp19	ENSG00000153037	SRP19
ENSMUSG00000046679	C87436	ENSG00000115998	C2orf42
ENSMUSG00000030498	Gas2	ENSG00000148935	GAS2
ENSMUSG00000031504	Rab20	ENSG00000139832	RAB20
ENSMUSG00000005204	Senp3	ENSG00000277957	SENP3-EIF4A1
ENSMUSG00000005204	Senp3	ENSG00000161956	SENP3
ENSMUSG00000037348	Paqr7	ENSG00000182749	PAQR7
ENSMUSG00000024127	Prepl	ENSG00000138078	PREPL
ENSMUSG00000031732	Phlpp2	ENSG00000040199	PHLPP2
ENSMUSG00000021636	Marveld2	ENSG00000152939	MARVELD2
ENSMUSG00000021048	Mthfd1	ENSG00000100714	MTHFD1
ENSMUSG00000038764	Ptpn3	ENSG00000070159	PTPN3
ENSMUSG00000074884	Serf2	ENSG00000140264	SERF2
ENSMUSG00000041351	Rap1gap	ENSG00000076864	RAP1GAP
ENSMUSG00000022957	Itsn1	ENSG00000205726	ITSN1
ENSMUSG00000027933	Ints3	ENSG00000143624	INTS3
ENSMUSG00000118346	Tmem179b	ENSG00000185475	TMEM179B
ENSMUSG00000049321	Zfp2	ENSG00000198939	ZFP2
ENSMUSG00000052310	Slc39a1	ENSG00000143570	SLC39A1
ENSMUSG00000034297	Med13	ENSG00000108510	MED13
ENSMUSG00000089989	Gm45713	ENSG00000142541	RPL13A
ENSMUSG00000043257	Pigv	ENSG00000060642	PIGV
ENSMUSG00000021235	Coq6	ENSG00000119723	COQ6
ENSMUSG00000005103	Wdr1	ENSG00000071127	WDR1
ENSMUSG00000002210	Smg9	ENSG00000105771	SMG9
ENSMUSG00000027679	Dnajc19	ENSG00000205981	DNAJC19
ENSMUSG00000033697	Arhgap39	ENSG00000147799	ARHGAP39
ENSMUSG00000028161	Ppp3ca	ENSG00000138814	PPP3CA
ENSMUSG00000044122	Proca1	ENSG00000167525	PROCA1
ENSMUSG00000060992	Copz1	ENSG00000111481	COPZ1
ENSMUSG00000060036	Rpl3	ENSG00000100316	RPL3
ENSMUSG00000116024	Gm49527	ENSG00000147789	ZNF7
ENSMUSG00000035212	Leprot	ENSG00000213625	LEPROT
ENSMUSG00000044795	Cyb5d1	ENSG00000182224	CYB5D1
ENSMUSG00000026207	Speg	ENSG00000072195	SPEG
ENSMUSG00000037364	Srrt	ENSG00000087087	SRRT
ENSMUSG00000031631	Cfap97	ENSG00000164323	CFAP97
ENSMUSG00000039067	Psmd7	ENSG00000103035	PSMD7
ENSMUSG00000035370	Gm49322	ENSG00000213638	ADAT3
ENSMUSG00000028478	Clta	ENSG00000122705	CLTA
ENSMUSG00000025613	Cct8	ENSG00000156261	CCT8
ENSMUSG00000040435	Ppp1r15a	ENSG00000087074	PPP1R15A
ENSMUSG00000031642	Sh3rf1	ENSG00000154447	SH3RF1
ENSMUSG00000096596	Gm10591	ENSG00000137077	CCL21
ENSMUSG00000042729	Wdr74	ENSG00000133316	WDR74
ENSMUSG00000066687	Zbtb16	ENSG00000109906	ZBTB16
ENSMUSG00000064061	Dzip3	ENSG00000198919	DZIP3
ENSMUSG00000027577	Chrna4	ENSG00000101204	CHRNA4
ENSMUSG00000044005	Gls2	ENSG00000135423	GLS2
ENSMUSG00000008429	Herpud2	ENSG00000122557	HERPUD2
ENSMUSG00000034154	Ino80	ENSG00000128908	INO80
ENSMUSG00000040026	Saa3	ENSG00000134339	SAA2
ENSMUSG00000040026	Saa3	ENSG00000173432	SAA1
ENSMUSG00000031974	Abcb10	ENSG00000135776	ABCB10
ENSMUSG00000029507	Pus1	ENSG00000177192	PUS1
ENSMUSG00000030382	Slc27a5	ENSG00000083807	SLC27A5
ENSMUSG00000024042	Sik1	ENSG00000142178	SIK1
ENSMUSG00000073639	Rab18	ENSG00000099246	RAB18
ENSMUSG00000030895	Hpx	ENSG00000110169	HPX
ENSMUSG00000022607	Ptk2	ENSG00000169398	PTK2
ENSMUSG00000020319	Wdpcp	ENSG00000143951	WDPCP
ENSMUSG00000026888	Grb14	ENSG00000115290	GRB14
ENSMUSG00000022428	Cby1	ENSG00000100211	CBY1
ENSMUSG00000017715	Pgs1	ENSG00000087157	PGS1
ENSMUSG00000029621	Arpc1a	ENSG00000241685	ARPC1A
ENSMUSG00000029621	Arpc1a	ENSG00000284292	
ENSMUSG00000029767	Calu	ENSG00000128595	CALU
ENSMUSG00000005124	Ccn4	ENSG00000104415	CCN4
ENSMUSG00000030263	Lrmp	ENSG00000118308	LRMP
ENSMUSG00000047379	B4gat1	ENSG00000174684	B4GAT1
ENSMUSG00000021929	Kpna3	ENSG00000102753	KPNA3
ENSMUSG00000031166	Wdr13	ENSG00000101940	WDR13
ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41
ENSMUSG00000116358	Gm49450	ENSG00000167553	TUBA1C
ENSMUSG00000054452	Tle5	ENSG00000104964	TLE5
ENSMUSG00000055447	Cd47	ENSG00000196776	CD47
ENSMUSG00000057143	Trim12c	ENSG00000239920	
ENSMUSG00000057143	Trim12c	ENSG00000132256	TRIM5
ENSMUSG00000031255	Sytl4	ENSG00000102362	SYTL4
ENSMUSG00000041890	Git2	ENSG00000139436	GIT2
ENSMUSG00000018425	Dhx40	ENSG00000108406	DHX40
ENSMUSG00000035890	Rnf126	ENSG00000070423	RNF126
ENSMUSG00000030654	Arl6ip1	ENSG00000170540	ARL6IP1
ENSMUSG00000041037	Irgq	ENSG00000167378	IRGQ
ENSMUSG00000024826	Dpf2	ENSG00000133884	DPF2
ENSMUSG00000110344	Gm45716	ENSG00000261873	SMIM36
ENSMUSG00000044477	Zfand3	ENSG00000156639	ZFAND3
ENSMUSG00000023055	Calcoco1	ENSG00000012822	CALCOCO1
ENSMUSG00000028636	Ppcs	ENSG00000127125	PPCS
ENSMUSG00000058900	Rsl1	ENSG00000197013	ZNF429
ENSMUSG00000035757	Selenoo	ENSG00000073169	SELENOO
ENSMUSG00000000594	Gm2a	ENSG00000196743	GM2A
ENSMUSG00000033149	Phldb2	ENSG00000144824	PHLDB2
ENSMUSG00000014748	Tex261	ENSG00000258881	
ENSMUSG00000014748	Tex261	ENSG00000144043	TEX261
ENSMUSG00000026162	Nhej1	ENSG00000187736	NHEJ1
ENSMUSG00000074925	Ptar1	ENSG00000188647	PTAR1
