Geneid	Length	hisat2_aligned/FFA-control-1_S10.bam	hisat2_aligned/FFA-control-2_S11.bam	hisat2_aligned/FFA-control-3_S12.bam	hisat2_aligned/TEADap-inh-1_S13.bam	hisat2_aligned/TEADap-inh-2_S14.bam	hisat2_aligned/TEADsf-inh-1_S16.bam	hisat2_aligned/TEADsf-inh-2_S17.bam	hisat2_aligned/TEADsf-inh-3_S18.bam
ENSG00000257703	2940	0	0	0	0	0	0	0	0
ENSG00000244266	435	0	0	0	0	0	0	0	0
ENSG00000258230	642	6	0	1	2	1	0	2	0
ENSG00000151135	4768	584	620	88	685	632	576	642	1007
ENSG00000258183	2841	0	0	0	0	0	0	0	0
ENSG00000257300	542	0	0	0	0	0	0	0	0
ENSG00000091039	9198	752	746	125	682	736	638	623	1129
ENSG00000177889	5954	405	373	63	405	441	373	452	692
ENSG00000135426	5044	0	0	1	0	0	0	0	0
ENSG00000158104	2223	13448	11359	1714	10698	11996	10002	11485	18239
ENSG00000258205	117	0	0	0	0	0	0	0	0
ENSG00000258337	493	0	0	1	0	0	0	0	0
ENSG00000139133	4202	17	18	2	14	20	19	18	28
ENSG00000049130	6205	13	6	7	17	9	6	8	10
ENSG00000139218	14035	1032	1023	226	954	915	880	915	1517
ENSG00000257222	374	0	0	0	0	0	0	0	0
ENSG00000257750	680	0	0	0	0	0	0	0	0
ENSG00000280110	255	0	0	0	0	0	0	0	0
ENSG00000258272	379	0	0	0	0	0	0	1	0
ENSG00000257146	247	0	0	0	0	0	0	0	0
ENSG00000285030	629	0	0	0	0	0	0	0	0
ENSG00000256465	333	0	0	0	0	0	0	0	0
ENSG00000258240	2489	0	0	0	0	0	1	0	0
ENSG00000136040	10033	458	408	87	386	427	392	379	717
ENSG00000274029	651	9	8	2	7	3	6	7	7
ENSG00000271379	691	0	0	0	0	0	0	0	0
ENSG00000257642	549	1	0	0	2	0	0	0	0
ENSG00000271579	1121	1	0	0	1	0	0	0	3
ENSG00000258128	2406	10	15	2	11	12	2	4	17
ENSG00000111046	1329	0	0	0	0	0	0	0	1
ENSG00000120832	3634	101	110	20	122	129	118	113	200
ENSG00000111142	4491	1110	1041	115	1138	1068	871	962	1710
ENSG00000283459	3032	0	0	0	0	0	0	0	0
ENSG00000277851	859	0	0	0	0	0	1	0	0
ENSG00000257465	324	0	0	0	0	0	0	0	0
ENSG00000170627	2524	1	2	0	2	0	1	2	3
ENSG00000257541	484	0	0	0	0	0	0	0	0
ENSG00000061987	16014	503	576	140	552	518	505	525	857
ENSG00000257231	266	0	0	0	0	0	0	0	0
ENSG00000270482	611	1	1	0	0	1	1	0	1
ENSG00000257181	785	5	2	0	9	7	5	9	13
ENSG00000013503	4768	189	213	44	236	227	159	194	265
ENSG00000183283	5299	2364	2043	418	2304	2587	2102	2265	3828
ENSG00000255814	674	0	0	0	0	0	0	0	0
ENSG00000241045	753	0	0	0	0	0	0	0	0
ENSG00000257373	552	0	0	0	0	0	0	0	0
ENSG00000274560	449	0	1	0	0	0	0	0	1
ENSG00000257470	1224	0	0	0	0	0	0	0	0
ENSG00000175183	5842	95	100	7	83	49	68	72	114
ENSG00000258007	557	0	0	0	0	0	0	0	0
ENSG00000123360	7367	11	9	1	6	5	3	9	5
ENSG00000174989	5209	160	137	40	135	163	161	171	263
ENSG00000257915	1390	0	0	0	0	0	0	0	0
ENSG00000120833	6477	48	61	7	88	78	30	60	83
ENSG00000247903	2549	1	1	1	0	0	1	2	1
ENSG00000136026	3666	1378	1228	196	1455	1480	1274	1467	2395
ENSG00000242041	331	0	0	0	0	0	0	0	0
ENSG00000258216	2134	0	0	0	0	0	0	0	0
ENSG00000102189	10150	694	614	144	600	638	618	641	1111
ENSG00000258131	573	0	0	0	0	0	0	0	0
ENSG00000111785	7769	98	96	26	129	122	113	117	175
ENSG00000277840	690	2	0	0	0	0	0	0	1
ENSG00000271177	235	0	0	0	0	0	0	0	0
ENSG00000255686	562	0	0	0	0	0	0	0	0
ENSG00000257359	570	0	0	0	0	0	0	0	0
ENSG00000257543	379	0	0	0	0	0	0	0	0
ENSG00000257648	172	0	0	0	0	0	0	0	0
ENSG00000237176	475	1	3	0	1	0	0	0	0
ENSG00000008405	4782	245	299	86	264	270	235	234	401
ENSG00000165891	6291	0	0	0	4	0	0	0	1
ENSG00000188026	8671	82	67	17	81	67	71	70	146
ENSG00000258294	1091	0	0	0	0	0	0	0	0
ENSG00000258153	308	3	3	1	8	6	0	1	4
ENSG00000214039	5374	0	0	0	0	1	0	0	1
ENSG00000139324	7327	195	193	39	179	172	195	145	284
ENSG00000279134	3100	0	0	0	0	0	0	0	1
ENSG00000286434	556	0	0	0	0	0	0	0	0
ENSG00000258332	2443	0	0	0	0	0	0	0	0
ENSG00000257912	777	0	0	0	0	0	0	0	0
ENSG00000257718	526	9	8	1	6	12	4	8	9
ENSG00000257568	848	0	0	0	0	0	0	0	0
ENSG00000075035	6740	0	0	0	0	0	0	0	0
ENSG00000111727	6699	233	233	38	235	209	198	234	375
ENSG00000239397	648	0	0	0	0	0	0	0	0
ENSG00000255618	741	0	0	0	0	0	0	0	0
ENSG00000257820	286	0	0	0	0	0	0	0	0
ENSG00000256870	4009	0	0	0	0	0	0	0	0
ENSG00000186076	765	31	28	2	28	24	18	32	33
ENSG00000188596	12914	1	0	0	1	0	0	2	1
ENSG00000274598	664	0	0	0	1	2	0	0	0
ENSG00000258177	525	0	1	0	0	1	0	0	0
ENSG00000276900	2088	22	28	5	17	17	14	18	42
ENSG00000276308	1749	1	0	0	0	0	1	0	0
ENSG00000171435	18301	100	83	26	48	58	39	43	68
ENSG00000258308	1346	0	0	0	0	0	0	0	0
ENSG00000139726	3526	440	401	52	466	461	381	393	687
ENSG00000258355	312	2	2	0	0	1	1	1	0
ENSG00000286678	2214	0	0	0	0	0	0	1	0
ENSG00000258053	565	0	0	1	0	0	0	0	0
ENSG00000279798	715	0	1	0	0	0	0	0	1
ENSG00000258123	1256	0	0	0	0	0	0	0	0
ENSG00000239413	251	0	0	0	0	0	1	0	0
ENSG00000135517	3553	0	2	0	1	2	1	0	3
ENSG00000257405	297	0	0	0	0	0	0	0	0
ENSG00000287030	1300	0	0	0	0	0	0	0	0
ENSG00000257476	474	0	0	0	0	0	0	0	0
ENSG00000274879	179	0	0	0	0	0	0	0	0
ENSG00000251138	8969	0	0	0	0	0	0	0	0
ENSG00000258173	34	0	0	0	0	0	0	0	0
ENSG00000075188	3488	98	88	6	94	103	73	82	149
ENSG00000279411	2029	0	0	0	0	0	0	0	0
ENSG00000256353	36	0	0	0	0	0	0	0	0
ENSG00000257545	2419	1	0	0	0	0	0	0	3
ENSG00000256234	699	0	0	0	0	0	0	1	0
ENSG00000238168	395	0	0	0	1	0	0	0	1
ENSG00000089053	12259	867	875	144	922	889	793	872	1418
ENSG00000257940	554	1	0	0	1	3	0	0	1
ENSG00000257603	559	0	0	0	0	0	0	0	0
ENSG00000258115	819	0	0	0	0	0	0	0	0
ENSG00000111144	7405	520	488	76	545	564	452	503	778
ENSG00000074527	4365	598	486	107	904	1098	722	847	1602
ENSG00000256811	434	31	27	2	21	53	43	58	104
ENSG00000256151	1277	0	0	0	1	0	0	0	0
ENSG00000257294	989	0	0	0	0	0	0	0	0
ENSG00000287237	636	0	0	1	1	0	2	1	0
ENSG00000258140	1749	0	0	0	0	0	0	0	0
ENSG00000110801	8773	204	185	23	238	272	216	203	356
ENSG00000211584	4912	163	111	31	133	154	135	159	256
ENSG00000224709	958	0	0	0	0	0	0	0	0
ENSG00000286476	748	0	0	0	0	0	0	0	0
ENSG00000127314	16926	650	630	127	715	731	554	619	1069
ENSG00000257407	785	0	0	0	0	0	0	0	1
ENSG00000278112	467	1	0	0	0	0	2	1	0
ENSG00000136014	5372	0	1	0	0	0	1	1	0
ENSG00000088992	1926	9	8	0	8	16	4	6	13
ENSG00000257920	576	0	0	0	0	0	0	0	0
ENSG00000122965	5866	259	203	49	281	259	254	234	409
ENSG00000111726	1974	567	579	62	671	635	520	545	952
ENSG00000258313	369	0	0	0	0	0	0	0	0
ENSG00000198812	2344	0	0	0	0	0	0	0	0
ENSG00000287136	958	0	0	0	0	0	0	0	0
ENSG00000257995	310	0	0	0	0	0	0	0	0
ENSG00000277715	2028	1	1	0	1	1	1	1	1
ENSG00000110931	7173	795	803	192	655	709	651	746	1196
ENSG00000175727	13868	907	947	313	708	699	660	796	1272
ENSG00000139344	2652	348	314	46	338	306	282	309	536
ENSG00000258435	552	0	0	0	0	0	0	0	0
ENSG00000171759	7378	9348	8147	1700	7919	8614	8272	8711	14164
ENSG00000151131	25882	74	78	20	112	105	86	94	154
ENSG00000279128	1973	0	0	0	0	0	0	0	0
ENSG00000276972	421	0	0	1	0	1	0	1	1
ENSG00000257210	481	6	4	0	7	1	6	3	2
ENSG00000278084	145	0	1	0	0	0	1	0	2
ENSG00000111707	5558	311	294	67	304	327	291	340	492
ENSG00000257910	571	0	0	0	0	0	0	0	0
ENSG00000256664	439	0	0	0	0	0	0	0	0
ENSG00000111049	1540	0	0	0	0	0	0	0	0
ENSG00000241744	736	0	0	0	0	0	0	0	0
ENSG00000179941	3568	102	76	22	120	132	84	104	181
ENSG00000256494	974	0	0	0	0	0	0	0	0
ENSG00000280196	595	0	0	0	0	0	0	0	0
ENSG00000257548	502	1	2	0	1	1	1	0	1
ENSG00000235872	777	0	0	0	0	0	0	1	0
ENSG00000240991	474	0	0	0	0	0	0	1	0
ENSG00000169372	4276	234	173	25	215	237	201	220	354
ENSG00000257997	390	0	0	0	0	0	0	0	0
ENSG00000287454	4706	0	1	1	1	1	0	0	0
ENSG00000256843	141	2	0	0	1	0	2	0	1
ENSG00000287229	2201	0	0	0	0	0	0	0	0
ENSG00000258179	265	0	0	0	0	0	0	0	0
ENSG00000183273	3433	0	0	0	0	0	0	0	0
ENSG00000258285	1053	4	0	0	0	1	1	1	1
ENSG00000173598	10078	144	146	30	146	136	101	119	188
ENSG00000287493	1104	0	0	0	0	0	0	0	0
ENSG00000287014	1321	0	0	0	0	0	0	0	0
ENSG00000166046	6616	177	186	56	219	195	174	188	355
ENSG00000279993	2500	0	0	0	0	0	0	0	0
ENSG00000256071	548	0	0	0	0	0	0	0	0
ENSG00000257410	1431	0	0	0	0	0	0	0	0
ENSG00000258172	493	2	4	1	4	5	4	5	15
ENSG00000185610	2806	0	0	0	0	0	0	0	0
ENSG00000136048	3940	115	77	14	90	114	75	95	146
ENSG00000257289	219	0	0	0	0	0	0	0	0
ENSG00000286907	2169	0	0	0	0	0	0	0	0
ENSG00000257164	811	0	0	0	0	0	0	0	0
ENSG00000139767	12227	0	0	0	0	0	0	0	0
ENSG00000127324	2419	353	303	44	400	394	349	380	616
ENSG00000123384	20859	5290	5436	1680	3681	3443	4286	4618	7532
ENSG00000234040	318	0	1	0	0	0	1	0	1
ENSG00000279171	545	0	0	0	0	0	0	0	0
ENSG00000158023	15385	7	1	3	9	8	6	8	10
ENSG00000257586	305	0	0	0	0	0	0	0	0
ENSG00000251536	1986	0	0	0	0	0	0	0	0
ENSG00000274859	328	1	0	0	1	1	0	1	1
ENSG00000257696	418	23	15	4	15	18	15	19	19
ENSG00000123338	10560	108	62	22	75	81	106	98	139
ENSG00000256810	2028	0	0	0	0	0	0	0	0
ENSG00000257444	453	0	0	0	0	0	0	0	0
ENSG00000256950	1831	0	0	0	0	1	1	0	0
ENSG00000258288	440	0	0	0	0	0	0	0	0
ENSG00000255968	775	0	0	0	1	0	0	0	0
ENSG00000255750	2399	0	0	1	0	0	0	0	0
ENSG00000248636	1469	0	0	0	0	0	0	0	1
ENSG00000258225	475	0	0	0	0	0	0	0	0
ENSG00000241556	465	1	1	0	1	0	0	0	0
ENSG00000258274	1949	0	0	0	0	0	0	0	0
ENSG00000182870	7209	2	0	0	0	0	0	0	0
ENSG00000256149	570	0	0	0	1	0	0	0	0
ENSG00000277173	1120	0	0	0	0	0	0	0	0
ENSG00000249873	2172	0	0	0	0	0	0	0	0
ENSG00000257157	169	0	0	0	0	0	0	0	0
ENSG00000120800	10030	209	200	57	211	204	163	181	316
ENSG00000281333	973	0	1	0	1	0	0	0	0
ENSG00000139292	5223	0	0	0	0	0	0	1	0
ENSG00000257715	656	1	0	0	0	0	0	0	0
ENSG00000256502	145	0	0	0	0	0	0	0	0
ENSG00000249196	2271	0	0	0	0	0	0	0	0
ENSG00000257386	375	0	0	0	0	0	1	1	0
ENSG00000136021	7472	788	833	141	769	849	753	762	1283
ENSG00000214043	6453	0	0	0	0	0	0	0	0
ENSG00000244436	304	0	0	0	0	0	0	0	0
ENSG00000255595	6431	0	0	0	0	0	0	0	0
ENSG00000111452	14718	295	257	66	285	285	265	407	506
ENSG00000286008	514	0	0	0	0	0	0	0	0
ENSG00000257890	632	0	0	0	0	0	0	0	0
ENSG00000280150	539	0	0	0	0	0	0	0	0
ENSG00000258171	2720	0	0	0	0	0	0	0	0
ENSG00000184209	4693	164	147	16	185	172	137	178	302
ENSG00000257958	1538	0	0	0	0	0	0	0	0
ENSG00000189238	8927	0	0	1	0	0	0	0	0
ENSG00000275759	590	1	0	0	3	1	0	1	5
ENSG00000274427	239	0	0	0	0	0	0	0	0
ENSG00000261650	577	0	0	0	0	0	0	0	0
ENSG00000257220	668	0	0	0	0	0	0	0	0
ENSG00000255856	1143	5	3	0	0	2	0	3	2
ENSG00000280024	427	0	0	0	0	0	0	0	0
ENSG00000256971	842	0	0	0	0	0	0	0	0
ENSG00000275212	4987	1	0	0	0	0	0	0	0
ENSG00000280398	700	0	0	0	0	0	0	0	0
ENSG00000257847	273	0	0	0	0	0	0	0	0
ENSG00000284687	219	0	0	0	0	0	0	0	0
ENSG00000257199	591	0	2	0	3	1	0	1	2
ENSG00000256223	5541	38	32	11	28	27	26	23	46
ENSG00000257918	809	2	0	0	0	0	1	0	2
ENSG00000256115	4367	0	0	0	0	0	0	0	0
ENSG00000282964	547	0	0	0	0	0	0	0	0
ENSG00000241656	380	0	0	0	0	0	0	0	0
ENSG00000215208	1297	1	0	0	0	2	0	0	2
ENSG00000257345	1251	0	1	0	0	0	0	0	0
ENSG00000084112	14538	353	345	101	251	277	292	337	521
ENSG00000279704	468	0	0	0	0	0	0	0	0
ENSG00000277011	1793	0	0	0	0	0	0	0	0
ENSG00000257991	363	0	0	0	1	0	0	0	0
ENSG00000089022	13740	300	286	45	378	361	304	329	543
ENSG00000120805	4935	755	632	94	733	704	644	659	1135
ENSG00000255919	466	0	0	0	0	0	0	0	0
ENSG00000279630	408	0	0	0	0	0	0	0	0
ENSG00000257336	301	2	0	0	0	0	0	0	0
ENSG00000256699	1568	0	0	0	0	0	0	0	0
ENSG00000284673	219	0	0	0	0	0	0	0	0
ENSG00000278011	334	0	0	0	0	0	0	0	0
ENSG00000111445	3249	74	77	14	60	76	74	66	124
ENSG00000256643	552	0	0	0	2	0	0	1	0
ENSG00000286248	3578	0	0	0	0	0	1	0	0
ENSG00000256825	1374	0	0	0	0	0	0	0	0
ENSG00000260030	429	0	0	0	0	0	0	0	0
ENSG00000287714	1932	0	0	0	0	0	0	0	0
ENSG00000123104	13909	1396	1457	374	1444	1442	1312	1503	2429
ENSG00000189046	2290	105	90	14	94	89	81	102	156
ENSG00000240759	252	1	1	0	1	0	0	0	1
ENSG00000223722	402	0	1	1	5	1	4	1	3
ENSG00000135090	10532	851	782	165	763	814	769	812	1416
ENSG00000258220	1264	0	0	0	0	0	0	0	0
ENSG00000089220	1514	8163	7927	1148	7699	7707	7139	7894	12035
ENSG00000258251	352	0	0	0	0	0	0	0	0
ENSG00000287311	2914	0	0	0	0	0	0	0	0
ENSG00000277873	702	0	0	0	2	1	0	1	1
ENSG00000257323	300	0	0	0	0	0	0	0	0
ENSG00000280051	480	0	0	0	0	0	0	0	0
ENSG00000280272	426	0	0	0	0	0	0	0	0
ENSG00000279023	465	0	0	0	0	0	0	0	0
ENSG00000256551	2387	0	0	0	0	0	0	0	0
ENSG00000139352	2481	2	1	1	4	1	2	1	6
ENSG00000135093	5142	204	178	38	165	161	156	220	314
ENSG00000240342	879	147	150	12	172	173	135	164	270
ENSG00000284848	8990	0	0	0	0	0	0	0	0
ENSG00000256943	1819	0	0	0	0	0	0	0	0
ENSG00000257259	4356	0	0	0	1	0	0	0	1
ENSG00000287365	1831	0	0	0	0	0	0	0	0
ENSG00000111249	7507	670	604	166	462	558	519	607	1032
ENSG00000256193	7185	0	0	0	0	0	0	0	0
ENSG00000241423	488	0	0	0	0	0	0	0	0
ENSG00000277223	446	0	0	0	0	0	0	0	0
ENSG00000242314	494	0	0	0	0	0	0	0	0
ENSG00000213250	1226	3	0	0	1	4	0	3	1
ENSG00000229186	2129	0	0	0	0	0	0	0	0
ENSG00000256085	739	1	0	0	0	0	0	0	0
ENSG00000257781	441	0	0	0	0	0	0	0	0
ENSG00000276487	1437	0	0	0	0	0	0	0	0
ENSG00000135678	7535	552	482	97	593	584	488	530	960
ENSG00000256136	363	0	0	0	0	0	0	0	0
ENSG00000204603	4240	0	0	0	0	0	0	0	0
ENSG00000258034	501	0	0	0	0	0	0	0	0
ENSG00000256542	3039	1	0	0	0	0	1	0	2
ENSG00000244390	726	0	0	0	1	1	0	1	1
ENSG00000244060	603	0	0	0	0	0	0	0	0
ENSG00000110887	3883	398	432	64	328	337	333	417	604
ENSG00000257281	1133	0	0	0	0	0	0	0	0
ENSG00000250280	3457	0	0	0	0	0	0	1	0
ENSG00000173093	2184	0	0	0	0	0	0	0	0
ENSG00000257046	3774	3	1	0	1	1	0	0	4
ENSG00000250748	4293	0	0	0	0	0	0	0	0
ENSG00000280217	2013	0	0	0	0	0	0	0	0
ENSG00000226469	2000	0	1	0	0	0	0	1	0
ENSG00000258133	543	0	0	0	0	0	0	0	0
ENSG00000286386	1923	0	0	0	0	0	0	0	0
ENSG00000256310	379	0	0	0	0	0	0	0	0
ENSG00000280002	1717	0	0	0	0	0	0	0	0
ENSG00000255916	476	0	0	0	0	0	0	0	0
ENSG00000286016	1620	3	1	0	3	0	1	1	4
ENSG00000257288	1205	0	0	0	0	1	0	0	1
ENSG00000151136	7916	34	26	7	35	76	37	59	82
ENSG00000258215	554	0	0	0	0	0	0	1	0
ENSG00000278916	2482	0	1	0	0	0	0	0	0
ENSG00000257683	497	0	0	0	0	0	0	0	0
ENSG00000226356	1109	0	0	0	0	0	0	0	0
ENSG00000255838	672	0	0	0	0	0	0	0	0
ENSG00000256125	331	0	0	0	0	0	0	0	0
ENSG00000273824	1407	0	0	0	0	0	0	0	0
ENSG00000279952	691	0	0	0	0	0	0	0	0
ENSG00000256659	2690	0	0	0	0	0	0	0	0
ENSG00000139370	5468	441	461	103	507	533	477	453	856
ENSG00000280364	589	0	0	0	0	0	0	0	0
ENSG00000255998	2131	0	0	0	0	0	0	0	0
ENSG00000257711	4370	0	0	0	0	0	0	0	0
ENSG00000279746	2697	0	0	0	0	0	0	0	0
ENSG00000255900	211	0	0	0	0	0	0	0	0
ENSG00000256484	532	0	0	0	0	0	0	0	0
ENSG00000279500	1565	8	4	5	3	1	5	6	8
ENSG00000286991	1464	0	0	0	0	0	0	0	0
ENSG00000278872	1645	0	0	0	0	0	0	0	0
ENSG00000111245	1417	0	0	0	0	0	0	0	0
ENSG00000230294	2009	0	0	0	0	0	0	0	0
ENSG00000255944	419	0	0	0	0	0	0	0	0
ENSG00000256581	2655	0	0	1	1	3	0	0	2
ENSG00000255853	802	0	0	0	0	0	0	0	0
ENSG00000270445	336	0	0	0	0	0	0	0	0
ENSG00000255704	259	0	0	0	0	0	0	0	0
ENSG00000287982	1328	0	0	0	0	0	0	0	0
ENSG00000256417	1604	0	0	0	0	0	0	0	1
ENSG00000258099	485	2	1	0	1	2	1	2	0
ENSG00000280319	514	0	0	0	0	0	0	0	0
ENSG00000257758	1279	0	6	0	4	0	0	1	1
ENSG00000274695	744	2	4	1	6	8	3	6	7
ENSG00000287792	2584	0	0	0	0	0	0	0	0
ENSG00000089169	10276	0	0	0	0	0	0	0	0
ENSG00000279113	428	0	0	0	0	0	0	0	0
ENSG00000278866	349	0	0	0	0	0	0	0	0
ENSG00000279180	898	0	0	0	0	0	0	0	0
ENSG00000257595	374	0	0	0	1	0	2	1	0
ENSG00000255866	1026	0	0	0	0	0	0	0	0
ENSG00000257025	564	0	0	0	0	0	0	0	0
ENSG00000089041	5546	336	321	72	238	241	264	316	518
ENSG00000241765	340	0	0	0	0	0	0	0	0
ENSG00000249345	7796	0	0	0	2	1	0	0	1
ENSG00000275232	464	0	0	0	0	0	0	0	0
ENSG00000151952	7434	1	0	0	1	0	1	0	1
ENSG00000198270	7989	56	60	8	63	72	69	51	100
ENSG00000176422	10769	400	339	55	396	377	329	349	582
ENSG00000151948	3478	459	418	63	385	424	416	456	722
ENSG00000257817	2472	0	0	0	1	0	1	0	0
ENSG00000286520	4270	0	0	0	0	0	0	0	0
ENSG00000179520	4273	0	0	0	0	0	0	1	0
ENSG00000256292	1550	0	0	0	0	0	0	0	0
ENSG00000255714	536	0	0	0	0	0	0	0	0
ENSG00000257624	247	0	0	0	0	0	0	0	0
ENSG00000286394	758	0	0	0	0	0	0	0	0
ENSG00000257773	1110	1	4	0	1	5	2	1	1
ENSG00000258373	880	1	0	0	0	0	0	0	0
ENSG00000185482	2091	22	15	3	29	20	23	26	33
ENSG00000089234	4656	317	240	50	251	269	217	266	504
ENSG00000286246	1157	0	0	0	0	0	0	0	0
ENSG00000248703	1315	0	0	0	0	0	0	0	0
ENSG00000257507	423	0	0	0	1	0	0	0	0
ENSG00000111666	5991	1019	994	125	966	971	875	987	1666
ENSG00000241590	548	0	0	0	0	0	0	0	0
ENSG00000256286	1285	0	0	0	0	0	0	0	0
ENSG00000286354	513	0	0	0	0	0	0	0	0
ENSG00000286410	1674	0	0	0	0	0	0	0	0
ENSG00000258343	1287	0	0	1	0	1	0	0	0
ENSG00000256597	2318	0	0	0	0	0	0	0	0
ENSG00000256287	431	0	0	0	0	0	0	0	0
ENSG00000135111	5960	248	225	45	187	188	151	121	219
ENSG00000287112	1638	0	0	0	0	0	0	0	0
ENSG00000275409	553	1	1	0	0	0	0	0	4
ENSG00000272963	733	0	1	1	0	0	0	0	0
ENSG00000255923	958	0	0	0	0	0	0	0	0
ENSG00000166111	7098	0	0	0	0	1	1	1	0
ENSG00000276292	213	0	0	0	0	0	0	0	0
ENSG00000258117	474	0	0	0	0	0	0	0	0
ENSG00000283582	619	0	0	0	0	0	0	0	0
ENSG00000272369	448	1	8	0	6	12	3	9	9
ENSG00000258346	600	0	0	0	0	0	0	1	0
ENSG00000286791	1278	12	8	1	9	9	3	6	17
ENSG00000257327	674	1	1	1	3	3	1	0	1
ENSG00000227059	2145	0	0	0	0	0	0	0	0
ENSG00000278266	2933	35	24	7	19	19	26	19	35
ENSG00000257859	3195	0	0	0	0	0	0	0	0
ENSG00000256022	2634	0	0	0	0	0	0	0	0
ENSG00000256218	1727	0	0	0	0	0	0	0	0
ENSG00000255757	518	0	0	0	0	0	0	0	0
ENSG00000176834	8361	882	751	155	890	1008	790	942	1615
ENSG00000256630	736	0	0	0	0	0	0	0	0
ENSG00000139351	3829	1	1	1	1	1	2	1	1
ENSG00000213344	471	0	0	0	0	3	0	0	1
ENSG00000256714	389	0	0	0	0	0	0	0	0
ENSG00000086159	5129	0	0	0	0	0	1	0	0
ENSG00000258830	2107	0	0	0	0	0	0	0	0
ENSG00000287622	689	0	0	0	0	0	0	0	0
ENSG00000286233	989	0	0	0	0	0	0	0	0
ENSG00000256137	392	0	0	0	0	0	0	0	0
ENSG00000287339	718	0	0	0	0	0	0	0	0
ENSG00000257767	784	0	0	0	0	0	0	0	0
ENSG00000111696	8759	111	114	33	70	66	83	86	132
ENSG00000256362	951	0	0	0	0	0	0	0	0
ENSG00000286922	1395	0	0	0	0	0	0	0	0
ENSG00000257021	289	0	0	0	0	0	0	0	0
ENSG00000271642	643	0	0	0	0	0	0	0	0
ENSG00000256496	912	0	0	0	0	0	0	0	0
ENSG00000256146	3387	0	0	0	0	0	0	1	0
ENSG00000256209	1591	0	0	0	0	0	0	0	0
ENSG00000111790	5884	219	212	27	211	218	193	195	346
ENSG00000271963	392	0	0	0	0	0	0	0	0
ENSG00000258108	1673	0	0	0	0	0	1	0	0
ENSG00000256849	1498	2	1	0	4	5	0	3	6
ENSG00000279388	4191	0	0	0	0	0	0	0	0
ENSG00000286462	2664	0	0	0	0	0	0	0	0
ENSG00000257754	413	0	0	0	0	0	0	0	0
ENSG00000256888	959	0	0	0	0	0	0	0	0
ENSG00000257726	843	0	0	0	0	0	0	1	0
ENSG00000286662	5956	1	0	0	0	0	0	0	0
ENSG00000279475	349	0	0	0	0	0	0	0	0
ENSG00000257035	502	0	0	0	0	0	0	0	0
ENSG00000255945	556	0	0	0	0	0	0	0	0
ENSG00000173208	6290	0	0	0	0	0	0	0	1
ENSG00000288523	2951	0	0	0	0	0	0	0	0
ENSG00000127337	1781	87	90	8	106	119	100	79	159
ENSG00000199912	107	0	0	0	0	0	0	0	0
ENSG00000201780	107	0	0	0	0	0	0	0	0
ENSG00000223042	305	0	0	0	0	0	0	0	0
ENSG00000201663	102	0	0	0	0	0	0	0	0
ENSG00000278459	303	0	0	0	0	0	0	0	0
ENSG00000201549	109	0	0	0	0	0	0	0	0
ENSG00000251747	62	0	0	0	0	0	0	0	0
ENSG00000251908	110	0	0	0	0	0	0	0	0
ENSG00000212358	108	0	0	0	0	0	0	0	0
ENSG00000283475	85	0	1	0	1	0	1	2	2
ENSG00000199551	104	0	0	0	0	0	0	0	0
ENSG00000283665	96	0	0	0	0	0	0	0	0
ENSG00000206662	113	0	0	0	0	0	0	0	0
ENSG00000200105	104	0	0	0	0	0	0	0	1
ENSG00000240481	296	0	0	0	0	0	0	0	0
ENSG00000207010	103	0	0	0	0	0	0	0	0
ENSG00000212172	161	0	0	0	0	0	0	0	0
ENSG00000201624	102	0	0	0	0	0	0	0	0
ENSG00000212549	136	2	0	0	0	0	1	0	0
ENSG00000283603	60	0	0	0	0	0	0	0	0
ENSG00000272435	119	0	0	0	0	0	0	0	0
ENSG00000253016	102	0	0	0	0	0	0	0	0
ENSG00000252364	118	0	0	0	0	0	0	0	0
ENSG00000222950	283	0	0	0	0	0	0	0	0
ENSG00000274293	89	0	0	0	0	0	0	0	0
ENSG00000251781	94	0	0	0	0	0	0	0	0
ENSG00000199556	118	0	0	0	0	0	0	0	0
ENSG00000201788	102	0	0	0	0	0	0	0	0
ENSG00000199843	117	0	0	0	0	0	0	0	0
ENSG00000201708	113	0	0	0	0	0	0	0	0
ENSG00000207026	107	0	0	0	0	0	0	0	0
ENSG00000221604	71	0	1	0	0	0	0	0	0
ENSG00000212496	107	0	0	0	0	0	0	1	0
ENSG00000252204	103	0	0	0	0	0	0	0	0
ENSG00000206612	135	0	1	1	1	2	1	3	0
ENSG00000207313	137	1	1	0	0	0	2	2	0
ENSG00000221491	137	2	1	1	1	3	0	0	1
ENSG00000281842	87	0	0	0	0	1	0	0	0
ENSG00000199571	134	0	0	0	0	0	0	0	0
ENSG00000252421	133	0	0	0	0	0	0	0	0
ENSG00000238669	107	0	0	0	0	0	0	0	0
ENSG00000212475	106	0	0	0	0	0	0	0	0
ENSG00000253053	295	0	0	0	0	0	0	0	0
ENSG00000251931	100	0	0	0	0	0	0	0	0
ENSG00000251822	114	0	0	0	0	0	0	0	0
ENSG00000222210	313	0	0	0	0	0	0	0	0
ENSG00000212599	101	0	0	0	0	0	0	0	0
ENSG00000202471	151	0	0	0	0	0	0	0	0
ENSG00000252607	118	0	0	0	0	0	0	0	0
ENSG00000221365	73	0	0	0	0	0	0	0	0
ENSG00000200814	107	0	0	0	0	0	0	0	0
ENSG00000252660	102	0	1	0	0	0	0	0	0
