GeneID_mouse	GeneSymbol_mouse	GeneID_macaque	GeneSymbol_macaque
ENSMUSG00000037503	Fam168b	ENSMFAG00000041511	FAM168B
ENSMUSG00000058440	Nrf1	ENSMFAG00000004077	NRF1
ENSMUSG00000039929	Urb1	ENSMFAG00000034391	URB1
ENSMUSG00000015776	Med22	ENSMFAG00000042665	MED22
ENSMUSG00000041187	Prkd2	ENSMFAG00000045883	PRKD2
ENSMUSG00000068015	Lrch1	ENSMFAG00000032767	LRCH1
ENSMUSG00000045252	Zfp574	ENSMFAG00000002900	
ENSMUSG00000050890	Pdik1l	ENSMFAG00000044260	PDIK1L
ENSMUSG00000058638	Zfp110	ENSMFAG00000034673	
ENSMUSG00000028538	St3gal3	ENSMFAG00000038821	ST3GAL3
ENSMUSG00000021510	Zfp729a	ENSMFAG00000032167	ZNF845
ENSMUSG00000021510	Zfp729a	ENSMFAG00000036810	
ENSMUSG00000022811	Zfp148	ENSMFAG00000032538	ZNF148
ENSMUSG00000018372	Cep95	ENSMFAG00000037980	CEP95
ENSMUSG00000022263	Trio	ENSMFAG00000035974	TRIO
ENSMUSG00000035378	Shq1	ENSMFAG00000037396	
ENSMUSG00000015697	Setdb1	ENSMFAG00000042328	SETDB1
ENSMUSG00000056938	Acbd4	ENSMFAG00000045120	ACBD4
ENSMUSG00000021484	Lman2	ENSMFAG00000044466	LMAN2
ENSMUSG00000028245	Nsmaf	ENSMFAG00000003576	
ENSMUSG00000028466	Creb3	ENSMFAG00000044871	CREB3
ENSMUSG00000030739	Myh14	ENSMFAG00000041729	MYH14
ENSMUSG00000021589	Rhobtb3	ENSMFAG00000043608	RHOBTB3
ENSMUSG00000092310	Gm20509	ENSMFAG00000041622	KHDC3L
ENSMUSG00000052566	Hook2	ENSMFAG00000003165	HOOK2
ENSMUSG00000022148	Fyb	ENSMFAG00000038840	FYB1
ENSMUSG00000015165	Hnrnpl	ENSMFAG00000003935	
ENSMUSG00000026895	Ndufa8	ENSMFAG00000043499	NDUFA8
ENSMUSG00000004837	Grap	ENSMFAG00000033298	GRAP
ENSMUSG00000039205	Ciz1	ENSMFAG00000034538	CIZ1
ENSMUSG00000039620	Trmt9b	ENSMFAG00000043419	TRMT9B
ENSMUSG00000021257	Angel1	ENSMFAG00000045195	ANGEL1
ENSMUSG00000070371	Prss36	ENSMFAG00000045915	PRSS36
ENSMUSG00000030930	Chst15	ENSMFAG00000032966	CHST15
ENSMUSG00000042320	Prox2	ENSMFAG00000032039	PROX2
ENSMUSG00000025486	Sirt3	ENSMFAG00000041754	SIRT3
ENSMUSG00000000682	Cd52	ENSMFAG00000041646	CD52
ENSMUSG00000017404	Rpl19	ENSMFAG00000041298	
ENSMUSG00000005774	Rfx5	ENSMFAG00000033452	
ENSMUSG00000066442	Mthfs	ENSMFAG00000033383	ST20-MTHFS
ENSMUSG00000028278	Rragd	ENSMFAG00000038149	RRAGD
ENSMUSG00000061479	Snrpa	ENSMFAG00000041710	SNRPA
ENSMUSG00000020485	Supt4a	ENSMFAG00000045087	
ENSMUSG00000020485	Supt4a	ENSMFAG00000003856	
ENSMUSG00000017830	Dhx58	ENSMFAG00000034530	DHX58
ENSMUSG00000006800	Sulf2	ENSMFAG00000035867	SULF2
ENSMUSG00000055485	Soga1	ENSMFAG00000032873	SOGA1
ENSMUSG00000031145	Prickle3	ENSMFAG00000037781	PRICKLE3
ENSMUSG00000015575	Atp6v0e	ENSMFAG00000045429	ATP6V0E1
ENSMUSG00000034940	Synrg	ENSMFAG00000044562	SYNRG
ENSMUSG00000047030	Spata2	ENSMFAG00000041088	SPATA2
ENSMUSG00000006315	Tmem147	ENSMFAG00000038699	TMEM147
ENSMUSG00000033159	Cnppd1	ENSMFAG00000045097	CNPPD1
ENSMUSG00000066979	Bub3	ENSMFAG00000044849	
ENSMUSG00000066979	Bub3	ENSMFAG00000003207	
ENSMUSG00000066979	Bub3	ENSMFAG00000037692	
ENSMUSG00000039959	Hip1	ENSMFAG00000038127	HIP1
ENSMUSG00000025591	Tma16	ENSMFAG00000043577	
ENSMUSG00000064215	Ifi27	ENSMFAG00000002804	IFI27L2
ENSMUSG00000005936	Kctd20	ENSMFAG00000033116	KCTD20
ENSMUSG00000033306	Lpp	ENSMFAG00000041519	LPP
ENSMUSG00000062234	Gak	ENSMFAG00000043306	GAK
ENSMUSG00000048661	Lemd3	ENSMFAG00000045363	LEMD3
ENSMUSG00000078350	Smim1	ENSMFAG00000041475	SMIM1
ENSMUSG00000021811	Dnajc9	ENSMFAG00000042542	DNAJC9
ENSMUSG00000022565	Plec	ENSMFAG00000032066	PLEC
ENSMUSG00000027324	Rpusd2	ENSMFAG00000045062	RPUSD2
ENSMUSG00000024048	Myl12a	ENSMFAG00000036992	MYL12A
ENSMUSG00000038784	Cnot4	ENSMFAG00000046349	CNOT4
ENSMUSG00000025451	Paip1	ENSMFAG00000043517	PAIP1
ENSMUSG00000028573	Fggy	ENSMFAG00000037904	FGGY
ENSMUSG00000036285	Noa1	ENSMFAG00000035534	NOA1
ENSMUSG00000028218	Fam92a	ENSMFAG00000032627	FAM92A
ENSMUSG00000066640	Fbxl18	ENSMFAG00000041637	FBXL18
ENSMUSG00000022160	Mettl3	ENSMFAG00000043302	METTL3
ENSMUSG00000051344	Plekhm3	ENSMFAG00000033450	PLEKHM3
ENSMUSG00000034855	Cxcl10	ENSMFAG00000038088	CXCL10
ENSMUSG00000007880	Arid1a	ENSMFAG00000032392	ARID1A
ENSMUSG00000030042	Pole4	ENSMFAG00000038541	
ENSMUSG00000030691	Fchsd2	ENSMFAG00000004075	FCHSD2
ENSMUSG00000003559	As3mt	ENSMFAG00000039839	AS3MT
ENSMUSG00000032565	Nudt16	ENSMFAG00000042187	NUDT16
ENSMUSG00000021178	Psmc1	ENSMFAG00000043288	
ENSMUSG00000021178	Psmc1	ENSMFAG00000003028	
ENSMUSG00000021178	Psmc1	ENSMFAG00000036452	
ENSMUSG00000019857	Asf1a	ENSMFAG00000035748	ASF1A
ENSMUSG00000041609	Bicdl1	ENSMFAG00000003401	BICDL1
ENSMUSG00000054312	Mrps21	ENSMFAG00000044027	
ENSMUSG00000054312	Mrps21	ENSMFAG00000042375	
ENSMUSG00000035764	Fbxo45	ENSMFAG00000043065	FBXO45
ENSMUSG00000024121	Atp6v0c	ENSMFAG00000044125	ATP6V0C
ENSMUSG00000024940	Ltbp3	ENSMFAG00000003349	LTBP3
ENSMUSG00000027620	Rbm39	ENSMFAG00000042593	RBM39
ENSMUSG00000062683	Atp5g2	ENSMFAG00000041713	
ENSMUSG00000023092	Fhl1	ENSMFAG00000036971	FHL1
ENSMUSG00000032175	Tyk2	ENSMFAG00000044770	TYK2
ENSMUSG00000060560	Ces4a	ENSMFAG00000032859	
ENSMUSG00000051146	Camk2n2	ENSMFAG00000036792	CAMK2N2
ENSMUSG00000040725	Hnrnpul1	ENSMFAG00000034257	HNRNPUL1
ENSMUSG00000054414	Slc30a7	ENSMFAG00000043538	SLC30A7
ENSMUSG00000022570	Tsta3	ENSMFAG00000045210	TSTA3
ENSMUSG00000042709	Atpaf2	ENSMFAG00000037964	ATPAF2
ENSMUSG00000023104	Rfc2	ENSMFAG00000038578	RFC2
ENSMUSG00000016257	Prelid3b	ENSMFAG00000039743	
ENSMUSG00000005583	Mef2c	ENSMFAG00000044479	MEF2C
ENSMUSG00000063882	Uqcrh	ENSMFAG00000044444	
ENSMUSG00000063882	Uqcrh	ENSMFAG00000003416	
ENSMUSG00000052435	Cebpe	ENSMFAG00000034608	CEBPE
ENSMUSG00000025279	Dnase1l3	ENSMFAG00000042137	DNASE1L3
ENSMUSG00000027750	Postn	ENSMFAG00000045597	POSTN
ENSMUSG00000020601	Trib2	ENSMFAG00000042686	TRIB2
ENSMUSG00000030822	Prr14	ENSMFAG00000037718	PRR14
ENSMUSG00000020038	Cry1	ENSMFAG00000041111	CRY1
ENSMUSG00000020823	Sec14l1	ENSMFAG00000002726	
ENSMUSG00000020739	Nup85	ENSMFAG00000041786	
ENSMUSG00000019863	Qrsl1	ENSMFAG00000032880	
ENSMUSG00000019863	Qrsl1	ENSMFAG00000043776	
ENSMUSG00000034032	Rpap1	ENSMFAG00000042240	RPAP1
ENSMUSG00000062480	Acat3	ENSMFAG00000035657	
ENSMUSG00000062480	Acat3	ENSMFAG00000003287	
ENSMUSG00000027423	Snx5	ENSMFAG00000045672	
ENSMUSG00000027423	Snx5	ENSMFAG00000039729	SNX5
ENSMUSG00000027423	Snx5	ENSMFAG00000039911	
ENSMUSG00000019494	Cops6	ENSMFAG00000041812	
ENSMUSG00000028974	Dffa	ENSMFAG00000033729	DFFA
ENSMUSG00000016510	Mtif3	ENSMFAG00000045045	MTIF3
ENSMUSG00000032766	Gng11	ENSMFAG00000035561	GNG11
ENSMUSG00000031133	Arhgef6	ENSMFAG00000040848	ARHGEF6
ENSMUSG00000048897	Zfp710	ENSMFAG00000035746	
ENSMUSG00000031565	Fgfr1	ENSMFAG00000034537	FGFR1
ENSMUSG00000022178	Ajuba	ENSMFAG00000032412	AJUBA
ENSMUSG00000038538	Ubn2	ENSMFAG00000037061	UBN2
ENSMUSG00000029720	Gm20605	ENSMFAG00000034297	LRCH4
ENSMUSG00000020307	Cdc34	ENSMFAG00000003089	CDC34
ENSMUSG00000027399	Il1a	ENSMFAG00000004069	
ENSMUSG00000055013	Agap1	ENSMFAG00000038629	AGAP1
ENSMUSG00000031841	Cdh13	ENSMFAG00000003153	CDH13
ENSMUSG00000063455	D630045J12Rik	ENSMFAG00000046305	KIAA1549
ENSMUSG00000039208	Metrnl	ENSMFAG00000038015	METRNL
ENSMUSG00000032540	Abhd5	ENSMFAG00000038665	ABHD5
ENSMUSG00000025421	Hdhd2	ENSMFAG00000032071	
ENSMUSG00000071454	Dtnb	ENSMFAG00000038698	
ENSMUSG00000004788	Eif2b2	ENSMFAG00000043749	
ENSMUSG00000028127	Abcd3	ENSMFAG00000044222	ABCD3
ENSMUSG00000074994	Qser1	ENSMFAG00000042029	QSER1
ENSMUSG00000054580	Pla2r1	ENSMFAG00000041834	PLA2R1
ENSMUSG00000056234	Ncoa4	ENSMFAG00000032010	
ENSMUSG00000056234	Ncoa4	ENSMFAG00000043675	
ENSMUSG00000056234	Ncoa4	ENSMFAG00000041525	NCOA4
ENSMUSG00000040447	Spns2	ENSMFAG00000043676	SPNS2
ENSMUSG00000022871	Fetub	ENSMFAG00000045631	FETUB
ENSMUSG00000052146	Rps10	ENSMFAG00000046039	
ENSMUSG00000052146	Rps10	ENSMFAG00000039924	
ENSMUSG00000022568	Scrib	ENSMFAG00000042313	SCRIB
ENSMUSG00000058297	Spock2	ENSMFAG00000038445	SPOCK2
ENSMUSG00000029298	Gbp9	ENSMFAG00000032176	
ENSMUSG00000029298	Gbp9	ENSMFAG00000040216	
ENSMUSG00000031021	Tmem9b	ENSMFAG00000044858	TMEM9B
ENSMUSG00000031021	Tmem9b	ENSMFAG00000002819	
ENSMUSG00000026288	Inpp5d	ENSMFAG00000032897	INPP5D
ENSMUSG00000006219	Fblim1	ENSMFAG00000044716	FBLIM1
ENSMUSG00000038215	Cep44	ENSMFAG00000003438	
ENSMUSG00000020114	Cand1	ENSMFAG00000044406	CAND1
ENSMUSG00000024483	Ankhd1	ENSMFAG00000041567	
ENSMUSG00000026389	Steap3	ENSMFAG00000002842	STEAP3
ENSMUSG00000039354	Smarcal1	ENSMFAG00000034369	SMARCAL1
ENSMUSG00000030397	Mark4	ENSMFAG00000044808	MARK4
ENSMUSG00000032051	Fdx1	ENSMFAG00000039761	FDX1
ENSMUSG00000057400	Ces1c	ENSMFAG00000043869	
ENSMUSG00000057400	Ces1c	ENSMFAG00000039848	
ENSMUSG00000025332	Kdm5c	ENSMFAG00000039777	KDM5C
ENSMUSG00000031227	Magee1	ENSMFAG00000038533	MAGEE1
ENSMUSG00000050332	Amer1	ENSMFAG00000042356	AMER1
ENSMUSG00000020072	Pbld2	ENSMFAG00000035594	PBLD
ENSMUSG00000056973	Ces1d	ENSMFAG00000043869	
ENSMUSG00000056973	Ces1d	ENSMFAG00000039848	
ENSMUSG00000019952	Poc1b	ENSMFAG00000043490	POC1B
ENSMUSG00000039968	Rsbn1l	ENSMFAG00000038157	RSBN1L
ENSMUSG00000037679	Inf2	ENSMFAG00000045488	INF2
ENSMUSG00000029780	Nt5c3	ENSMFAG00000046405	NT5C3A
ENSMUSG00000035517	Tdrd7	ENSMFAG00000003187	TDRD7
ENSMUSG00000028990	Lzic	ENSMFAG00000037708	LZIC
ENSMUSG00000031897	Psmb10	ENSMFAG00000036794	PSMB10
ENSMUSG00000046519	Golph3l	ENSMFAG00000042364	
ENSMUSG00000028799	Zfp362	ENSMFAG00000045133	ZNF362
ENSMUSG00000028098	Rnf115	ENSMFAG00000042451	RNF115
ENSMUSG00000035798	Zdhhc17	ENSMFAG00000042288	ZDHHC17
ENSMUSG00000016409	Nkap	ENSMFAG00000003304	
ENSMUSG00000027940	Tpm3	ENSMFAG00000034487	
ENSMUSG00000028187	Rpf1	ENSMFAG00000003788	
ENSMUSG00000014303	Glis2	ENSMFAG00000041657	GLIS2
ENSMUSG00000027075	Slc43a1	ENSMFAG00000041225	SLC43A1
ENSMUSG00000052794	1700030K09Rik	ENSMFAG00000035820	C19orf44
ENSMUSG00000015671	Psma2	ENSMFAG00000032277	
ENSMUSG00000053080	2700081O15Rik	ENSMFAG00000043567	C11orf95
ENSMUSG00000018821	Avpi1	ENSMFAG00000043548	AVPI1
ENSMUSG00000034994	Eef2	ENSMFAG00000040640	
ENSMUSG00000041215	Yeats2	ENSMFAG00000045323	YEATS2
ENSMUSG00000030747	Dgat2	ENSMFAG00000042930	DGAT2
ENSMUSG00000040586	Ofd1	ENSMFAG00000042608	OFD1
ENSMUSG00000034126	Pomt2	ENSMFAG00000043819	POMT2
ENSMUSG00000024959	Bad	ENSMFAG00000035492	BAD
ENSMUSG00000029048	Rer1	ENSMFAG00000032298	RER1
ENSMUSG00000021594	Srd5a1	ENSMFAG00000002749	
ENSMUSG00000050708	Ftl1	ENSMFAG00000037768	
ENSMUSG00000091931	Gon7	ENSMFAG00000039722	GON7
ENSMUSG00000025153	Fasn	ENSMFAG00000038553	FASN
ENSMUSG00000016559	H3f3b	ENSMFAG00000035941	H3F3B
ENSMUSG00000030341	Tnfrsf1a	ENSMFAG00000042238	
ENSMUSG00000035152	Ap2b1	ENSMFAG00000032866	AP2B1
ENSMUSG00000023921	Mmut	ENSMFAG00000046407	MMUT
ENSMUSG00000058952	Cfi	ENSMFAG00000032258	
ENSMUSG00000033707	Lrrc24	ENSMFAG00000042615	LRRC24
ENSMUSG00000024750	Zfand5	ENSMFAG00000037978	ZFAND5
ENSMUSG00000021807	Rtraf	ENSMFAG00000035582	RTRAF
ENSMUSG00000116275	Zc3h11a	ENSMFAG00000003997	
ENSMUSG00000005553	Atp4a	ENSMFAG00000038036	ATP4A
ENSMUSG00000021816	Ppp3cb	ENSMFAG00000032663	
ENSMUSG00000042379	Esm1	ENSMFAG00000045186	ESM1
ENSMUSG00000034422	Parp14	ENSMFAG00000038097	PARP14
ENSMUSG00000030505	Prmt3	ENSMFAG00000038053	PRMT3
ENSMUSG00000019297	Nop9	ENSMFAG00000043789	NOP9
ENSMUSG00000024423	Impact	ENSMFAG00000041956	
ENSMUSG00000024423	Impact	ENSMFAG00000003606	
ENSMUSG00000021661	Ankra2	ENSMFAG00000043204	ANKRA2
ENSMUSG00000000753	Serpinf1	ENSMFAG00000044409	
ENSMUSG00000028005	Gucy1b1	ENSMFAG00000043875	GUCY1B1
ENSMUSG00000000420	Galnt1	ENSMFAG00000002844	GALNT1
ENSMUSG00000032897	Nfyc	ENSMFAG00000002862	
ENSMUSG00000027965	Olfm3	ENSMFAG00000032568	
ENSMUSG00000060002	Chpt1	ENSMFAG00000045187	CHPT1
ENSMUSG00000020777	Acox1	ENSMFAG00000032697	ACOX1
ENSMUSG00000015002	Efr3a	ENSMFAG00000041531	EFR3A
ENSMUSG00000022353	Mtss1	ENSMFAG00000045642	MTSS1
ENSMUSG00000026864	Hspa5	ENSMFAG00000039748	HSPA5
ENSMUSG00000018217	Pmp22	ENSMFAG00000045679	PMP22
ENSMUSG00000034354	Mtmr3	ENSMFAG00000003908	MTMR3
ENSMUSG00000021902	Phf7	ENSMFAG00000044611	
ENSMUSG00000050608	Micos10	ENSMFAG00000032528	
ENSMUSG00000027018	Hat1	ENSMFAG00000044656	HAT1
ENSMUSG00000026304	Rab17	ENSMFAG00000036950	RAB17
ENSMUSG00000033170	Card10	ENSMFAG00000044580	CARD10
ENSMUSG00000035547	Capn5	ENSMFAG00000043060	CAPN5
ENSMUSG00000002396	Ocel1	ENSMFAG00000044199	OCEL1
ENSMUSG00000006456	Rbm14	ENSMFAG00000003827	
ENSMUSG00000021993	Mipep	ENSMFAG00000002942	MIPEP
ENSMUSG00000022594	Lynx1	ENSMFAG00000003844	LYNX1
ENSMUSG00000043587	Pxylp1	ENSMFAG00000045625	PXYLP1
ENSMUSG00000042215	Bag2	ENSMFAG00000043879	
ENSMUSG00000039384	Dusp10	ENSMFAG00000035766	DUSP10
ENSMUSG00000048118	Arid4a	ENSMFAG00000037044	ARID4A
ENSMUSG00000029910	Mad2l1	ENSMFAG00000043866	
ENSMUSG00000100679	Gm28778	ENSMFAG00000002914	
ENSMUSG00000040785	Ttc3	ENSMFAG00000003752	
ENSMUSG00000040785	Ttc3	ENSMFAG00000045889	TTC3
ENSMUSG00000040785	Ttc3	ENSMFAG00000045909	
ENSMUSG00000020458	Rtn4	ENSMFAG00000003000	RTN4
ENSMUSG00000008090	Fgfrl1	ENSMFAG00000002925	FGFRL1
ENSMUSG00000036403	Cep135	ENSMFAG00000032993	CEP135
ENSMUSG00000022807	Osbpl11	ENSMFAG00000044778	OSBPL11
ENSMUSG00000058006	Mdn1	ENSMFAG00000041968	MDN1
ENSMUSG00000030706	Mrpl48	ENSMFAG00000003172	MRPL48
ENSMUSG00000023951	Vegfa	ENSMFAG00000043991	VEGFA
ENSMUSG00000068205	Macrod2	ENSMFAG00000044094	MACROD2
ENSMUSG00000020883	Fbxl20	ENSMFAG00000033430	FBXL20
ENSMUSG00000025795	Rassf3	ENSMFAG00000043310	RASSF3
ENSMUSG00000026117	Zap70	ENSMFAG00000038123	ZAP70
ENSMUSG00000078572	Ndufaf8	ENSMFAG00000045199	NDUFAF8
ENSMUSG00000039680	Mrps6	ENSMFAG00000032733	
ENSMUSG00000037649	H2-DMa	ENSMFAG00000042109	HLA-DMA
ENSMUSG00000036106	Prr5	ENSMFAG00000003186	PRR5
ENSMUSG00000020311	Erlec1	ENSMFAG00000032604	ERLEC1
ENSMUSG00000020706	Ftsj3	ENSMFAG00000003764	FTSJ3
ENSMUSG00000040010	Slc7a5	ENSMFAG00000041887	SLC7A5
ENSMUSG00000020717	Pecam1	ENSMFAG00000036717	PECAM1
ENSMUSG00000001741	Il16	ENSMFAG00000032017	IL16
ENSMUSG00000033533	Acsm1	ENSMFAG00000002831	ACSM1
ENSMUSG00000045751	Mms22l	ENSMFAG00000003651	MMS22L
ENSMUSG00000031993	Snx19	ENSMFAG00000003849	SNX19
ENSMUSG00000053985	Zfp14	ENSMFAG00000037861	ZFP14
ENSMUSG00000022559	Fbxl6	ENSMFAG00000043248	FBXL6
ENSMUSG00000033676	Gabrb3	ENSMFAG00000033421	GABRB3
ENSMUSG00000034453	Polr3b	ENSMFAG00000038425	POLR3B
ENSMUSG00000021431	Snrnp48	ENSMFAG00000045216	SNRNP48
ENSMUSG00000036402	Gng12	ENSMFAG00000043398	GNG12
ENSMUSG00000023243	Kcnk5	ENSMFAG00000043138	KCNK5
ENSMUSG00000015092	Edf1	ENSMFAG00000003426	EDF1
ENSMUSG00000054693	Adam10	ENSMFAG00000003773	ADAM10
ENSMUSG00000024309	Pfdn6	ENSMFAG00000041216	PFDN6
ENSMUSG00000039264	Gimap3	ENSMFAG00000044951	
ENSMUSG00000046826	Fam187b	ENSMFAG00000034358	FAM187B
ENSMUSG00000020647	Ncoa1	ENSMFAG00000046147	NCOA1
ENSMUSG00000074336	Apoc4	ENSMFAG00000044777	
ENSMUSG00000032353	Tmed3	ENSMFAG00000037809	TMED3
ENSMUSG00000026177	Slc11a1	ENSMFAG00000044291	SLC11A1
ENSMUSG00000031902	Nfatc3	ENSMFAG00000043795	NFATC3
ENSMUSG00000066878	Gm10184	ENSMFAG00000045897	
ENSMUSG00000023170	Gps2	ENSMFAG00000032795	
ENSMUSG00000023170	Gps2	ENSMFAG00000035529	GPS2
ENSMUSG00000022504	Ciita	ENSMFAG00000045595	CIITA
ENSMUSG00000028609	Magoh	ENSMFAG00000032145	MAGOH
ENSMUSG00000046338	Gpat2	ENSMFAG00000042130	GPAT2
ENSMUSG00000027384	Ndufaf5	ENSMFAG00000044840	NDUFAF5
ENSMUSG00000031661	Nkd1	ENSMFAG00000044696	NKD1
ENSMUSG00000038005	Hpf1	ENSMFAG00000038736	HPF1
ENSMUSG00000052833	Sae1	ENSMFAG00000038016	
ENSMUSG00000052833	Sae1	ENSMFAG00000046126	
ENSMUSG00000040850	Psme4	ENSMFAG00000003418	PSME4
ENSMUSG00000035237	Lcat	ENSMFAG00000002764	LCAT
ENSMUSG00000029186	Pi4k2b	ENSMFAG00000033102	PI4K2B
ENSMUSG00000042349	Ikbke	ENSMFAG00000042587	IKBKE
ENSMUSG00000026600	Soat1	ENSMFAG00000037136	
ENSMUSG00000051950	B3glct	ENSMFAG00000041822	B3GLCT
ENSMUSG00000022897	Dyrk1a	ENSMFAG00000035589	DYRK1A
ENSMUSG00000037151	Lrrc20	ENSMFAG00000041994	LRRC20
ENSMUSG00000035024	Ncapd3	ENSMFAG00000039895	NCAPD3
ENSMUSG00000047767	Atg16l2	ENSMFAG00000041534	ATG16L2
ENSMUSG00000074151	Nlrc5	ENSMFAG00000032845	NLRC5
ENSMUSG00000021287	Xrcc3	ENSMFAG00000045469	XRCC3
ENSMUSG00000025220	Oga	ENSMFAG00000032188	OGA
ENSMUSG00000023861	Mpc1	ENSMFAG00000003954	
ENSMUSG00000031816	Mthfsd	ENSMFAG00000044698	MTHFSD
ENSMUSG00000079592	C1qtnf5	ENSMFAG00000038136	C1QTNF5
ENSMUSG00000024422	Dhx16	ENSMFAG00000003575	DHX16
ENSMUSG00000002741	Ykt6	ENSMFAG00000036001	YKT6
ENSMUSG00000002741	Ykt6	ENSMFAG00000041251	
ENSMUSG00000007837	Prrg2	ENSMFAG00000034285	
ENSMUSG00000020747	Tmem94	ENSMFAG00000003142	TMEM94
ENSMUSG00000040040	Ift88	ENSMFAG00000042564	IFT88
ENSMUSG00000014077	Chp1	ENSMFAG00000032519	CHP1
ENSMUSG00000014077	Chp1	ENSMFAG00000004022	
ENSMUSG00000021559	Dapk1	ENSMFAG00000037117	DAPK1
ENSMUSG00000117694	Snhg4	ENSMFAG00000045353	
ENSMUSG00000039048	Foxred1	ENSMFAG00000031974	FOXRED1
ENSMUSG00000032846	Zswim6	ENSMFAG00000044175	ZSWIM6
ENSMUSG00000063488	Zkscan7	ENSMFAG00000042274	ZKSCAN7
ENSMUSG00000046201	Scaf8	ENSMFAG00000032738	SCAF8
ENSMUSG00000062590	Armc9	ENSMFAG00000036933	ARMC9
ENSMUSG00000028709	Mob3c	ENSMFAG00000032003	MOB3C
ENSMUSG00000002129	Sf3a1	ENSMFAG00000031979	SF3A1
ENSMUSG00000028008	Asic5	ENSMFAG00000044162	ASIC5
ENSMUSG00000063316	Rpl27	ENSMFAG00000037912	
ENSMUSG00000031353	Rbbp7	ENSMFAG00000034492	
ENSMUSG00000032026	Rexo2	ENSMFAG00000041155	
ENSMUSG00000034620	Rxylt1	ENSMFAG00000046131	RXYLT1
ENSMUSG00000034205	Loxl2	ENSMFAG00000041868	LOXL2
ENSMUSG00000014554	Dguok	ENSMFAG00000044799	DGUOK
ENSMUSG00000024331	Dsc2	ENSMFAG00000045076	DSC2
ENSMUSG00000023272	Creld2	ENSMFAG00000042023	CRELD2
ENSMUSG00000032902	Slc16a1	ENSMFAG00000035894	
ENSMUSG00000029032	Arhgef16	ENSMFAG00000046261	ARHGEF16
ENSMUSG00000020190	Mknk2	ENSMFAG00000037079	MKNK2
ENSMUSG00000027679	Dnajc19	ENSMFAG00000045407	
ENSMUSG00000037134	Prmt9	ENSMFAG00000033194	PRMT9
ENSMUSG00000013539	Tango2	ENSMFAG00000004021	TANGO2
ENSMUSG00000030595	Nfkbib	ENSMFAG00000036991	NFKBIB
ENSMUSG00000092329	Gm20388	ENSMFAG00000043385	GALNT2
ENSMUSG00000054277	Arfgap3	ENSMFAG00000043297	
ENSMUSG00000041974	Spidr	ENSMFAG00000043945	SPIDR
ENSMUSG00000049489	Ccnq	ENSMFAG00000044349	CCNQ
ENSMUSG00000041147	Brca2	ENSMFAG00000041961	BRCA2
ENSMUSG00000012535	Tnpo3	ENSMFAG00000032385	TNPO3
ENSMUSG00000096826	Ccl27b	ENSMFAG00000003428	CCL27
ENSMUSG00000038936	Sccpdh	ENSMFAG00000044986	
ENSMUSG00000035476	Tab3	ENSMFAG00000036775	TAB3
ENSMUSG00000032185	Carm1	ENSMFAG00000036898	CARM1
ENSMUSG00000035172	Plekhh3	ENSMFAG00000003423	PLEKHH3
ENSMUSG00000020415	Pttg1	ENSMFAG00000035591	
ENSMUSG00000020415	Pttg1	ENSMFAG00000036180	PTTG1
ENSMUSG00000031016	Wee1	ENSMFAG00000034468	WEE1
ENSMUSG00000027300	Ubox5	ENSMFAG00000041627	UBOX5
ENSMUSG00000035268	Pkig	ENSMFAG00000003009	PKIG
ENSMUSG00000025173	Wdr45b	ENSMFAG00000032561	WDR45B
ENSMUSG00000040511	Pvr	ENSMFAG00000039744	PVR
ENSMUSG00000034438	Gbp8	ENSMFAG00000032176	
ENSMUSG00000034438	Gbp8	ENSMFAG00000040216	
ENSMUSG00000017801	Mlx	ENSMFAG00000045041	MLX
ENSMUSG00000020432	Tcn2	ENSMFAG00000046209	TCN2
ENSMUSG00000052151	Plpp2	ENSMFAG00000044337	PLPP2
ENSMUSG00000015149	Sirt2	ENSMFAG00000043187	SIRT2
ENSMUSG00000019256	Ahr	ENSMFAG00000035664	
ENSMUSG00000031007	Atp6ap2	ENSMFAG00000038545	
ENSMUSG00000001119	Col6a1	ENSMFAG00000003504	COL6A1
ENSMUSG00000057367	Birc2	ENSMFAG00000033018	BIRC2
ENSMUSG00000055334	Snupn	ENSMFAG00000003706	SNUPN
ENSMUSG00000038582	Pptc7	ENSMFAG00000045645	PPTC7
ENSMUSG00000020334	Slc22a4	ENSMFAG00000037984	SLC22A4
ENSMUSG00000018160	Med1	ENSMFAG00000045900	MED1
ENSMUSG00000036275	9530068E07Rik	ENSMFAG00000041163	
ENSMUSG00000057594	Arl16	ENSMFAG00000045059	ARL16
ENSMUSG00000024085	Man2a1	ENSMFAG00000045111	MAN2A1
ENSMUSG00000032826	Ank2	ENSMFAG00000032015	ANK2
ENSMUSG00000069255	Dusp22	ENSMFAG00000034531	DUSP22
ENSMUSG00000031169	Porcn	ENSMFAG00000035976	PORCN
ENSMUSG00000091512	Lamtor3	ENSMFAG00000034625	LAMTOR3
ENSMUSG00000021519	Mterf3	ENSMFAG00000042157	MTERF3
ENSMUSG00000025899	Alkbh8	ENSMFAG00000003178	ALKBH8
ENSMUSG00000020321	Mdh1	ENSMFAG00000042090	MDH1
ENSMUSG00000029815	Malsu1	ENSMFAG00000043713	MALSU1
ENSMUSG00000024668	Sdhaf2	ENSMFAG00000037382	
ENSMUSG00000029860	Zyx	ENSMFAG00000044249	ZYX
ENSMUSG00000030386	Zfp606	ENSMFAG00000046001	ZNF606
